county_state,total_cases,total_fatalities,death_rate,total_tests,race_pop,race_pop_hispanic_or_latino_of_any_race,race_pop_white_alone,race_pop_black_or_african_american_alone,race_pop_american_indian_and_alaska_native_alone,race_pop_asian_alone,race_pop_native_hawaiian_and_other_pacific_islander_alone,race_pop_some_other_race_alone,race_pop_two_or_more_races,sex_age_pop,sex_age_pop_male,sex_age_pop_female,sex_age_pop_under_5,sex_age_pop_5_to_9,sex_age_pop_10_to_14,sex_age_pop_15_to_19,sex_age_pop_20_to_24,sex_age_pop_25_to_34,sex_age_pop_35_to_44,sex_age_pop_45_to_54,sex_age_pop_55_to_59,sex_age_pop_60_to_64,sex_age_pop_65_to_74,sex_age_pop_75_to_84,sex_age_pop_85_and_over,sex_age_median_age_in_years,sq_mi,obes_percent,health_ins_noninst_pop,health_ins_noninst_pop_cov_yes,health_ins_noninst_pop_private,health_ins_noninst_pop_public,health_ins_noninst_pop_cov_no,inc_hhlds,inc_hhlds_less_than_10_000,inc_hhlds_10_000_to_14_999,inc_hhlds_15_000_to_24_999,inc_hhlds_25_000_to_34_999,inc_hhlds_35_000_to_49_999,inc_hhlds_50_000_to_74_999,inc_hhlds_75_000_to_99_999,inc_hhlds_100_000_to_149_999,inc_hhlds_150_000_to_199_999,inc_hhlds_200_000_or_more,inc_med_hhld_inc_dol,inc_mean_hhld_inc_dol,inc_per_capita_inc_dol,inc_med_earn_male_full_yr_workers_dol,inc_med_earn_female_full_yr_workers_dol,deaths_per_100_cases,cases_per_100_people,tests_per_100_people,pop_density,state,covid_severity,inc_hhlds_less_than_25_000,inc_hhlds_25_000_to_49_999,inc_hhlds_less_than_99_999,inc_hhlds_100_000_or_more,inc_hhlds_less_than_49_999,inc_hhlds_50_000_to_99_999,race_pop_other,race_pop_minority,sex_age_pop_0_to_44,sex_age_pop_45_to_74,sex_age_pop_75_and_over,sex_age_pop_0_to_64,sex_age_pop_65_and_over,sex_age_pop_0_to_35,sex_age_pop_35_to_59,sex_age_pop_60_to_84,percent_race_pop_hispanic_or_latino_of_any_race,percent_race_pop_white_alone,percent_race_pop_black_or_african_american_alone,percent_race_pop_american_indian_and_alaska_native_alone,percent_race_pop_asian_alone,percent_race_pop_native_hawaiian_and_other_pacific_islander_alone,percent_race_pop_some_other_race_alone,percent_race_pop_two_or_more_races,percent_sex_age_pop_male,percent_sex_age_pop_female,percent_sex_age_pop_under_5,percent_sex_age_pop_5_to_9,percent_sex_age_pop_10_to_14,percent_sex_age_pop_15_to_19,percent_sex_age_pop_20_to_24,percent_sex_age_pop_25_to_34,percent_sex_age_pop_35_to_44,percent_sex_age_pop_45_to_54,percent_sex_age_pop_55_to_59,percent_sex_age_pop_60_to_64,percent_sex_age_pop_65_to_74,percent_sex_age_pop_75_to_84,percent_sex_age_pop_85_and_over,percent_health_ins_noninst_pop_cov_yes,percent_health_ins_noninst_pop_cov_no,percent_inc_hhlds_less_than_10_000,percent_inc_hhlds_10_000_to_14_999,percent_inc_hhlds_15_000_to_24_999,percent_inc_hhlds_25_000_to_34_999,percent_inc_hhlds_35_000_to_49_999,percent_inc_hhlds_50_000_to_74_999,percent_inc_hhlds_75_000_to_99_999,percent_inc_hhlds_100_000_to_149_999,percent_inc_hhlds_150_000_to_199_999,percent_inc_hhlds_200_000_or_more,percent_inc_hhlds_less_than_25_000,percent_inc_hhlds_25_000_to_49_999,percent_inc_hhlds_less_than_99_999,percent_inc_hhlds_100_000_or_more,percent_inc_hhlds_less_than_49_999,percent_inc_hhlds_50_000_to_99_999,percent_race_pop_other,percent_race_pop_minority,percent_sex_age_pop_0_to_44,percent_sex_age_pop_45_to_74,percent_sex_age_pop_75_and_over,percent_sex_age_pop_0_to_64,percent_sex_age_pop_65_and_over,percent_sex_age_pop_0_to_35,percent_sex_age_pop_35_to_59,percent_sex_age_pop_60_to_84
"Clay County, Illinois",311.0,13.0,0.04180064308681672,4513,13338,196,12833,61,20,38,0,0,190,13338,6586,6752,756,854,842,759,777,1442,1501,1737,1038,1000,1449,814,369,42.7,468.27099999999996,0.13,13170,12133,8350,6110,1037,5638,332,358,749,565,882,1143,664,651,217,77,48691,60790,25821,46940,30305,4.180064308681672,2.331683910631279,33.83565751986804,28.483506345684447,Illinois,2,1439,1447,4693,868,2886,1807,210,505,6931,5224,1183,10706,2632,5430,4276,3263,0.014694856800119957,0.9621382516119358,0.004573399310241416,0.00149947518368571,0.002849002849002849,0.0,0.0,0.014245014245014245,0.4937771779877043,0.5062228220122957,0.05668016194331984,0.06402759034337982,0.06312790523316839,0.0569050832208727,0.058254610886189835,0.1081121607437397,0.11253561253561253,0.13022941970310392,0.07782276203328835,0.0749737591842855,0.10863697705802969,0.061028639976008395,0.02766531713900135,0.9212604403948368,0.07873955960516325,0.05888612983327421,0.06349769421780774,0.13284852784675416,0.10021284143313232,0.15643845335225257,0.2027314650585314,0.11777225966654842,0.11546647747428165,0.038488825824760556,0.013657325292656971,0.2552323518978361,0.2566512947853849,0.8323873714083008,0.15395530329904222,0.511883646683221,0.3205037247250798,0.015744489428699954,0.03786174838806418,0.5196431249062828,0.39166291797870745,0.08869395711500974,0.8026690658269605,0.19733093417303943,0.4071075123706703,0.3205877942720048,0.24463937621832357
"Clinton County, Illinois",1755.0,26.0,0.014814814814814815,17486,37628,1166,34442,1308,104,214,0,0,394,37628,19551,18077,2076,2031,2469,2171,2200,5119,4727,5414,2818,2493,3303,1979,828,40.2,474.004,0.057,35546,33839,27785,11262,1707,14190,651,586,1140,1204,1750,2958,1913,2538,954,496,65010,80242,31240,53221,39903,1.4814814814814816,4.664079940469864,46.47071329860743,79.38329634349077,Illinois,3,2377,2954,10202,3492,5331,4871,498,3186,20793,14028,2807,31518,6110,16066,12959,7775,0.03098756245349208,0.9153290103114702,0.034761347932390774,0.0027638992239821408,0.00568725417242479,0.0,0.0,0.010470925906240033,0.5195864781545657,0.48041352184543423,0.05517168066333581,0.053975762729882006,0.0656160306154991,0.057696396300627194,0.05846709896885298,0.1360423089188902,0.12562453492080367,0.14388221537153184,0.07489103858828532,0.06625385351334113,0.08778037631550972,0.05259381311789093,0.022004889975550123,0.9519777190119845,0.04802228098801553,0.04587737843551797,0.04129668780831572,0.080338266384778,0.08484848484848485,0.12332628611698379,0.2084566596194503,0.13481324876673714,0.1788583509513742,0.06723044397463002,0.03495419309372798,0.1675123326286117,0.20817477096546863,0.7189570119802678,0.24608879492600422,0.37568710359408036,0.3432699083861875,0.013234825130222175,0.08467098968852982,0.5525938131178909,0.372807483788668,0.07459870309344105,0.8376209205910492,0.16237907940895077,0.4269692781970873,0.34439778888062084,0.20662804294674178
"Coles County, Illinois",1912.0,39.0,0.020397489539748955,27794,51736,1288,47080,1897,85,627,17,7,735,51736,24999,26737,2430,2577,2826,4187,6713,6981,5438,5685,3425,3139,4560,2530,1245,35.2,508.288,0.11800000000000001,51044,47844,33880,20434,3200,21139,2123,1702,2492,2183,3015,3881,2427,2109,691,516,44071,63161,26790,43050,33309,2.0397489539748954,3.695685789392299,53.72274625019329,101.78481490808359,Illinois,3,6317,5198,17823,2800,11515,6308,844,4656,31152,16809,3775,43401,8335,25714,14548,10229,0.024895623936910468,0.9100046389361374,0.036666924385340964,0.0016429565486315138,0.01211922065872893,0.00032859130972630275,0.0001353023040049482,0.01420674192051956,0.48320318540281426,0.5167968145971857,0.04696922839028916,0.04981057677439307,0.0546234730168548,0.08093010669553116,0.1297549095407453,0.13493505489407762,0.10511056131127261,0.10988479975259008,0.06620148445956393,0.0606734188959332,0.08813978660893769,0.0489021184475027,0.024064481212308645,0.937308988323799,0.06269101167620092,0.10043048393963763,0.08051468849046786,0.11788637116230663,0.10326883958560007,0.14262737120961255,0.1835943043663371,0.11481148587918066,0.09976820095557973,0.03268839585600076,0.024409858555276977,0.29883154359241215,0.24589621079521265,0.8431335446331425,0.13245659681158048,0.5447277543876248,0.2984057902455178,0.016313592082882324,0.08999536106386269,0.6021339106231638,0.32489948971702487,0.07296659965981135,0.8388936137312509,0.16110638626874904,0.4970233493118911,0.2811968455234266,0.1977153239523736
"Crawford County, Illinois",647.0,6.0,0.009273570324574959,5877,19088,668,16821,1083,14,137,13,3,349,19088,9910,9178,1026,968,1129,1057,1107,2562,2397,2586,1355,1389,1897,1122,493,42.0,443.61400000000003,0.09,17011,15939,12095,6868,1072,7653,441,445,958,807,1266,1188,965,996,308,279,49233,68640,26713,51987,35705,0.927357032457496,3.389564124057,30.78897736797988,43.028398562714436,Illinois,3,1844,2073,6070,1304,3917,2153,379,2267,10246,7227,1615,15576,3512,7849,6338,4408,0.03499580888516345,0.8812342833193629,0.056737217099748535,0.0007334450963956412,0.007177284157585918,0.0006810561609388097,0.00015716680637049455,0.0182837384744342,0.5191743503772004,0.48082564962279967,0.053751047778709135,0.05071248952221291,0.059147108130762786,0.055375104777870915,0.05799455155071249,0.13422045264040236,0.12557627829002516,0.1354777870913663,0.0709870075440067,0.07276823134953898,0.09938181056160938,0.05878038558256496,0.025827745180217937,0.9369819528540356,0.06301804714596437,0.057624460995687965,0.05814713184372142,0.1251796681040115,0.10544884359074873,0.16542532340258723,0.15523324186593493,0.12609434208807005,0.1301450411603293,0.040245655298575725,0.036456291650333206,0.24095126094342087,0.27087416699333594,0.7931530118907618,0.170390696458905,0.5118254279367568,0.281327583954005,0.019855406538139143,0.11876571668063705,0.5367770326906958,0.3786148365465214,0.0846081307627829,0.8160100586756077,0.18398994132439228,0.41120075440067055,0.33204107292539814,0.23093042749371331
"Cumberland County, Illinois",288.0,6.0,0.020833333333333332,4627,10865,114,10508,9,22,30,14,6,162,10865,5455,5410,667,627,783,624,542,1260,1276,1420,891,733,1139,624,279,42.6,345.92,0.087,10738,10228,7368,4430,510,4322,208,279,456,507,576,1012,507,594,71,112,53376,62334,25622,42421,33222,2.083333333333333,2.650713299585826,42.58628624022089,31.40899629972248,Illinois,2,943,1083,3545,665,2026,1519,204,357,5779,4183,903,8823,2042,4503,3587,2496,0.010492406810860562,0.967142199723884,0.0008283479061205706,0.002024850437183617,0.0027611596870685687,0.0012885411872986655,0.0005522319374137137,0.014910262310170272,0.5020708697653015,0.4979291302346986,0.06138978370915785,0.05770823745973309,0.07206626783248965,0.05743212149102623,0.049884951679705476,0.11596870685687989,0.11744132535664979,0.13069489185457892,0.08200644270593649,0.0674643350207087,0.10483202945237,0.05743212149102623,0.02567878508973769,0.9525051219966474,0.04749487800335258,0.04812586765386395,0.06455344747801943,0.10550670985654789,0.11730680240629339,0.13327163350300786,0.23415085608514577,0.11730680240629339,0.13743637204997686,0.016427579824155485,0.025913928736695974,0.2181860249884313,0.25057843590930123,0.8202221193891717,0.15386395187413235,0.46876446089773255,0.3514576584914392,0.01877588587206627,0.03285780027611597,0.5318913943856419,0.3849976990335941,0.08311090658076392,0.812057063966866,0.18794293603313392,0.4144500690289922,0.3301426599171652,0.22972848596410492
"De Witt County, Illinois",260.0,6.0,0.02307692307692308,5834,16042,430,15194,76,7,4,10,3,318,16042,8015,8027,874,939,1029,978,818,1811,1945,2226,1261,1218,1650,865,428,43.1,397.55199999999996,0.16699999999999998,15766,15005,11411,6027,761,6663,274,301,593,710,1082,1424,851,900,339,189,55591,69216,29402,51757,38473,2.3076923076923084,1.6207455429497568,36.36703652911108,40.35195395822433,Illinois,1,1168,1792,5235,1239,2960,2275,338,848,8394,6355,1293,13099,2943,6449,5432,3733,0.02680463782570752,0.9471387607530233,0.0047375638947762125,0.0004363545692557038,0.00024934546814611643,0.0006233636703652911,0.00018700910110958733,0.019822964717616257,0.49962598179778084,0.5003740182022192,0.05448198478992644,0.05853384864730084,0.06414412168058846,0.06096496696172547,0.050991148235880815,0.11289116070315422,0.12124423388604912,0.1387607530233138,0.07860615883306321,0.07592569505049246,0.10285500561027304,0.053920957486597684,0.02667996509163446,0.9517315742737537,0.04826842572624635,0.04112261743959177,0.04517484616539096,0.0889989494221822,0.10655860723397868,0.16238931412276753,0.21371754464955725,0.12772024613537444,0.135074290859973,0.050877982890589826,0.028365601080594327,0.17529641302716495,0.2689479213567462,0.7856821251688428,0.1859522737505628,0.44424433438391114,0.3414377907849317,0.02106969205834684,0.052861239246976686,0.5232514649046254,0.3961476125171425,0.08060092257823213,0.8165440718114948,0.18345592818850517,0.4020072310185762,0.3386111457424261,0.23270165814736318
"DeKalb County, Illinois",2358.0,42.0,0.017811704834605598,44431,104200,11422,80438,7749,38,2566,0,37,1950,104200,51580,52620,6025,5863,6855,9198,14896,14362,11652,11656,6220,5072,7132,3536,1733,31.0,631.344,0.068,103533,97465,77360,30740,6068,37703,2920,1613,3383,3241,4477,7328,4874,6219,2180,1468,61086,75000,28073,53167,39633,1.7811704834605595,2.2629558541266794,42.64011516314779,165.04472997288323,Illinois,2,7916,7718,27836,8399,15634,12202,2025,23762,68851,30080,5269,91799,12401,57199,29528,15740,0.10961612284069099,0.771957773512476,0.07436660268714011,0.0003646833013435701,0.024625719769673704,0.0,0.00035508637236084453,0.01871401151631478,0.4950095969289827,0.5049904030710173,0.05782149712092131,0.05626679462571977,0.0657869481765835,0.0882725527831094,0.14295585412667947,0.13783109404990404,0.11182341650671786,0.11186180422264876,0.05969289827255278,0.04867562380038388,0.06844529750479847,0.033934740882917466,0.01663147792706334,0.9413906677098123,0.05860933229018767,0.07744741797734929,0.04278174150598096,0.08972760788266186,0.08596132933718802,0.11874386653581943,0.1943611914171286,0.12927353261013713,0.16494708643874492,0.05782033259952789,0.0389358936954619,0.2099567673659921,0.20470519587300745,0.7382966872662653,0.22276741903827282,0.41466196323899956,0.32363472402726573,0.019433781190019195,0.22804222648752398,0.6607581573896353,0.28867562380038386,0.05056621880998081,0.8809884836852208,0.11901151631477927,0.5489347408829175,0.2833781190019194,0.15105566218809982
"Douglas County, Illinois",672.0,9.0,0.013392857142857142,11031,19714,1424,17823,105,66,144,18,31,103,19714,9748,9966,1325,1221,1540,1311,1182,2397,2383,2283,1410,1251,1784,1153,474,37.9,416.665,0.09300000000000001,19555,16724,12419,6901,2831,7618,346,426,827,735,1124,1597,957,1055,356,195,54218,70199,27871,45143,32513,1.3392857142857142,3.4087450542761486,55.955158770416965,47.31378925515702,Illinois,3,1599,1859,6012,1411,3458,2554,218,1891,11359,6728,1627,16303,3411,8976,6076,4188,0.0722329309120422,0.9040783199756518,0.0053261641473064825,0.0033478746068783607,0.007304453687734605,0.0009130567109668256,0.0015724865577761997,0.005224713401643502,0.4944709343613676,0.5055290656386324,0.06721111900172466,0.06193568022724967,0.07811707416049508,0.0665009637820838,0.05995739068682155,0.12158871867708228,0.12087856345744141,0.11580602617429238,0.07152277569240134,0.06345744141219438,0.09049406513137871,0.05848635487470833,0.024043826722126408,0.8552288417284581,0.1447711582715418,0.04541874507744815,0.05592018902599107,0.10855867681806249,0.09648201627723813,0.14754528747702808,0.20963507482278812,0.12562352323444473,0.13848779207140982,0.04673142557101601,0.025597269624573378,0.2098976109215017,0.2440273037542662,0.7891835127330008,0.18521921764242583,0.4539249146757679,0.33525859805723285,0.011058131277264889,0.09592168002434819,0.5761895099928984,0.3412803084102668,0.08253018159683474,0.8269757532717865,0.17302424672821345,0.45531094653545706,0.3082073653241351,0.21243786141828142
"DuPage County, Illinois",22783.0,606.0,0.026598779791950137,419533,931743,132004,627050,43312,504,108353,242,1345,18933,931743,457178,474565,55318,59578,61211,62132,58606,118415,120006,132848,68587,60313,79557,37630,17542,39.1,327.727,0.064,925916,871642,744352,223407,54274,341823,12909,6829,18773,20583,33404,51908,45972,68068,36813,46564,88711,117832,43982,70879,53469,2.6598779791950142,2.4452021641160706,45.02668654339232,2843.046193935806,Illinois,2,38511,53987,190378,104881,92498,97880,21024,304693,535266,341305,55172,797014,134729,415260,321441,177500,0.1416742599622428,0.672986005797736,0.04648492127120891,0.0005409216919257778,0.11629065096276549,0.0002597282727103933,0.001443531102460657,0.020319980938949902,0.49066963744294295,0.509330362557057,0.05937044871815511,0.06394252492371824,0.06569515413585077,0.06668362413240561,0.06289931880357566,0.12708976616942655,0.1287973185738986,0.14258008914475342,0.07361150016689151,0.06473136905777666,0.08538513302487918,0.04038667314914091,0.018827079999527766,0.9413834516306014,0.05861654836939852,0.03776515916132033,0.019978175839542686,0.05492023649666641,0.06021537462370876,0.09772309060537178,0.15185637010967665,0.13449065744552005,0.19913229946492775,0.10769608832641454,0.13622254792685104,0.11266357149752942,0.15793846522908056,0.5569490642818067,0.3068283877913423,0.27060203672661,0.2863470275551967,0.02256416200604673,0.3270139942022639,0.5744781554570305,0.3663080913943008,0.059213753148668676,0.8554011138264521,0.14459888617354785,0.4456808368831319,0.34498890788554354,0.19050317523179675
"Edgar County, Illinois",155.0,10.0,0.06451612903225806,4642,17539,201,17010,61,12,181,0,0,74,17539,8617,8922,903,931,1149,1003,908,1911,2093,2264,1381,1313,2024,1079,580,44.6,623.385,0.085,17253,16298,12155,7213,955,7590,676,376,810,683,1179,1594,1129,789,228,126,51109,62335,27701,46424,35793,6.451612903225807,0.8837447973088546,26.466731284565824,28.135101101245624,Illinois,1,1862,1862,6447,1017,3724,2723,86,529,8898,6982,1659,13856,3683,6805,5738,4416,0.011460174468327727,0.9698386453047494,0.0034779633958606534,0.0006841895204971777,0.01031985860083243,0.0,0.0,0.004219168709732596,0.49130509151034835,0.5086949084896516,0.05148526141741262,0.053081703631906035,0.06551114658760476,0.057186840754889105,0.05177034038428645,0.10895718113917555,0.11933405553338275,0.12908375620046753,0.0787388106505502,0.07486173670106619,0.11539996579052397,0.06152004105137123,0.03306916015736359,0.9446473077146004,0.05535269228539964,0.08906455862977603,0.04953886693017128,0.1067193675889328,0.08998682476943347,0.15533596837944663,0.21001317523056653,0.14874835309617918,0.10395256916996047,0.030039525691699605,0.016600790513833993,0.24532279314888011,0.24532279314888011,0.8494071146245059,0.13399209486166008,0.49064558629776023,0.35876152832674574,0.004903358230229774,0.030161354695250584,0.5073265294486573,0.3980842693426079,0.09458920120873482,0.7900108330007412,0.2099891669992588,0.3879924739152745,0.32715662238440046,0.2517817435429614
"Edwards County, Illinois",108.0,0.0,0.0,1125,6507,90,6285,41,0,24,0,0,67,6507,3231,3276,374,404,449,391,351,650,759,845,504,447,728,395,210,43.3,222.419,0.061,6478,6116,4764,2511,362,2776,139,138,354,305,461,542,366,362,53,56,49766,63054,26908,47367,36639,0.0,1.6597510373443984,17.289073305670815,29.25559417136126,Illinois,1,631,766,2305,415,1397,908,67,222,3378,2524,605,5174,1333,2619,2108,1570,0.013831258644536652,0.9658828953434763,0.006300906715844475,0.0,0.0036883356385431073,0.0,0.0,0.010296603657599507,0.49654218533886585,0.5034578146611342,0.05747656370063009,0.06208698324880897,0.0690026125710773,0.06008913477793146,0.05394190871369295,0.09989242354387583,0.11664361456892577,0.12986015060703857,0.07745504840940526,0.06869525126786538,0.11187951436914093,0.06070385738435531,0.03227293683725219,0.9441185551096017,0.05588144489039827,0.050072046109510084,0.04971181556195965,0.12752161383285301,0.10987031700288184,0.16606628242074928,0.1952449567723343,0.13184438040345822,0.1304034582132565,0.01909221902017291,0.020172910662824207,0.22730547550432276,0.27593659942363113,0.8303314121037464,0.1494956772334294,0.5032420749279539,0.3270893371757925,0.010296603657599507,0.03411710465652374,0.5191332411249424,0.3878899646534501,0.0929767942216075,0.7951436914092516,0.20485630859074844,0.4024896265560166,0.3239588135853696,0.2412786230213616
"Effingham County, Illinois",1165.0,4.0,0.0034334763948497852,14762,34174,684,32780,155,24,210,15,10,296,34174,16971,17203,2234,2071,2410,2120,2062,4486,3879,4376,2336,2444,3091,1793,872,39.1,478.755,0.115,33773,31937,24494,12257,1836,13555,642,571,1439,1460,1936,2612,1820,1915,663,497,56293,74875,30255,45911,33089,0.3433476394849785,3.4090244045180547,43.19658219699186,71.38097774435776,Illinois,3,2652,3396,10480,2578,6048,4432,345,1394,19262,12247,2665,28418,5756,15383,10591,7328,0.020015216246269094,0.9592087551940072,0.00453561186867209,0.0007022882893427752,0.0061450225317492835,0.0004389301808392345,0.0002926201205594897,0.008661555568560894,0.49660560660150993,0.5033943933984901,0.06537133493299,0.06060162696787031,0.07052144905483701,0.06203546555861181,0.06033826885936677,0.13126938608298708,0.11350734476502604,0.12805056475683269,0.06835606016269678,0.07151635746473928,0.09044887926493826,0.0524667876163165,0.0255164745127875,0.9456370473455127,0.05436295265448731,0.04736259682773884,0.042124677240870524,0.10616008852821837,0.10770933234968647,0.14282552563629658,0.19269642198450757,0.13426779786056806,0.14127628181482849,0.048911840649206936,0.0366654371080782,0.19564736259682775,0.250534857985983,0.7731464404278864,0.1901881224640354,0.44618222058281076,0.3269642198450756,0.010095394159302393,0.04079124480599286,0.563644876221689,0.358371861649207,0.077983262129104,0.8315678586059577,0.16843214139404225,0.45013753145666296,0.30991396968455553,0.21443202434599404
"Fayette County, Illinois",680.0,24.0,0.035294117647058816,8199,21724,408,20008,1043,49,107,0,0,109,21724,11580,10144,1176,1124,1398,1249,1436,2765,2653,2919,1753,1271,2142,1323,515,41.5,716.4960000000003,0.087,20025,18407,11611,9693,1618,7616,479,532,962,1067,1231,1169,971,869,207,129,44432,59615,22260,43229,32381,3.5294117647058822,3.1301786043085986,37.74166820106794,30.319778477479282,Illinois,3,1973,2298,6411,1076,4271,2140,158,1716,11801,8085,1838,17744,3980,9148,7325,4736,0.018781071625851593,0.9210090222795065,0.048011415945498064,0.0022555698766341375,0.004925428097956178,0.0,0.0,0.005017492174553489,0.5330510034984349,0.4669489965015651,0.0541336770392193,0.05174001104768919,0.0643527895415209,0.05749401583502117,0.06610200699686983,0.12727858589578347,0.12212299760633401,0.13436751979377648,0.08069416313754373,0.058506720677591606,0.09860062603572087,0.06090038666912171,0.02370649972380777,0.9192009987515606,0.08079900124843944,0.06289390756302521,0.06985294117647059,0.12631302521008403,0.1400997899159664,0.16163340336134455,0.15349264705882354,0.12749474789915966,0.11410189075630252,0.027179621848739496,0.016938025210084032,0.25905987394957986,0.3017331932773109,0.8417804621848739,0.14128151260504201,0.5607930672268907,0.2809873949579832,0.0072730620511876265,0.07899097772049346,0.5432240839624378,0.37216902964463267,0.08460688639292947,0.8167924875713497,0.18320751242865035,0.4211010863561038,0.3371846805376542,0.21800773338243418
"Ford County, Illinois",196.0,14.0,0.07142857142857142,6879,13398,427,12573,147,59,64,5,19,104,13398,6616,6782,735,995,707,908,715,1460,1560,1743,1047,1033,1232,727,536,43.0,485.597,0.048,13000,12185,8707,5496,815,5779,288,273,729,652,870,1122,732,766,197,150,51120,64974,28002,51669,39438,7.142857142857142,1.4629049111807733,51.343484102104796,27.59078000893745,Illinois,1,1290,1522,4666,963,2812,1854,187,825,7080,5055,1263,10903,2495,5520,4350,2992,0.03187042842215256,0.9384236453201971,0.0109717868338558,0.004403642334676818,0.004776832363039259,0.00037319002836244214,0.0014181221077772801,0.007762352589938797,0.4938050455291835,0.5061949544708165,0.054858934169279,0.07426481564412599,0.05276907001044932,0.06777130915061949,0.053366174055829226,0.1089714882818331,0.11643528884908196,0.13009404388714735,0.07814599193909538,0.07710105985968055,0.09195402298850575,0.05426183012389909,0.0400059710404538,0.9373076923076923,0.06269230769230769,0.049835611697525525,0.04724000692161274,0.1261463921093615,0.11282228759300918,0.15054507700294167,0.19415123723827651,0.12666551306454404,0.13254888388994635,0.03408894272365461,0.025956047759127878,0.22322201072849973,0.26336736459595084,0.8074061256272712,0.16663782661360096,0.4865893753244506,0.32081675030282053,0.013957307060755337,0.06157635467980296,0.528437080161218,0.377295118674429,0.09426780116435289,0.8137781758471414,0.18622182415285862,0.41200179131213616,0.3246753246753247,0.2233169129720854
